f_index,Faculty,key,Year,published_name,Other Authors,Author Contribution Index
0,A S Madhukumar,journals/comcom/JacobMA15,2015,A. S. Madhukumar,"['Ponnu Jacob', 'A. Alphones']",2
0,A S Madhukumar,journals/tbc/SharmaM15,2015,A. S. Madhukumar,['Nitin Sharma 0007'],2
0,A S Madhukumar,journals/wicomm/JamesMA15,2015,A. S. Madhukumar,"['Ashish James', 'Fumiyuki Adachi']",2
0,A S Madhukumar,journals/winet/RoyM15,2015,A. S. Madhukumar,['S. Barman Roy'],2
0,A S Madhukumar,journals/winet/JacobJM15,2015,A. S. Madhukumar,"['Ponnu Jacob', 'Ashish James']",3
0,A S Madhukumar,journals/iet-spr/NguyenM14,2014,A. S. Madhukumar,['Duy Duong Nguyen'],2
0,A S Madhukumar,journals/wicomm/NguyenM14,2014,A. S. Madhukumar,['Duy Duong Nguyen'],2
0,A S Madhukumar,journals/icl/JacobMA13,2013,A. S. Madhukumar,"['Ponnu Jacob', 'A. Alphones']",2
0,A S Madhukumar,journals/phycomm/NarendarVMK13,2013,A. S. Madhukumar,"['M. Narendar', 'A. Prasad Vinod', 'Anoop Kumar Krishna']",3
0,A S Madhukumar,journals/tcom/JamesMKA13,2013,A. S. Madhukumar,"['Ashish James', 'Ernest Kurniawan', 'Fumiyuki Adachi']",2
0,A S Madhukumar,journals/tvt/JamesMKA13,2013,A. S. Madhukumar,"['Ashish James', 'Ernest Kurniawan', 'Fumiyuki Adachi']",2
0,A S Madhukumar,journals/wpc/JamesMTK13,2013,A. S. Madhukumar,"['Ashish James', 'Surya Dharma Tio', 'Ernest Kurniawan']",2
0,A S Madhukumar,journals/ieicet/JamesMA12,2012,A. S. Madhukumar,"['Ashish James', 'Fumiyuki Adachi']",2
0,A S Madhukumar,journals/iet-com/JacobM12,2012,A. S. Madhukumar,['Ponnu Jacob'],2
0,A S Madhukumar,journals/jcm/YangMYWGM12,2012,A. S. Madhukumar,"['Kai Yang 0001', 'Guosen Yue', 'Huahui Wang', 'Saeed S. Ghassemzadeh', 'Shiwen Mao']",2
0,A S Madhukumar,journals/phycomm/TioJM12,2012,A. S. Madhukumar,"['Surya Dharma Tio', 'Ashish James']",3
0,A S Madhukumar,journals/sigpro/HariAPM12,2012,A. S. Madhukumar,"['V. N. Hari', 'G. V. Anand', 'A. Benjamin Premkumar']",4
0,A S Madhukumar,journals/cssp/NguyenTM11,2011,A. S. Madhukumar,"['Duy Duong Nguyen', 'Surya Dharma Tio']",3
0,A S Madhukumar,journals/dsp/PhamPNM11,2011,A. S. Madhukumar,"['Duc-Minh Pham', 'A. Benjamin Premkumar', 'Duc-Hoang Ngo']",4
0,A S Madhukumar,journals/tcom/PhamPM11,2011,A. S. Madhukumar,"['Duc-Minh Pham', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,journals/tvt/JamesMTK11,2011,A. S. Madhukumar,"['Ashish James', 'Surya Dharma Tio', 'Ernest Kurniawan']",2
0,A S Madhukumar,journals/vlsisp/KurniawanMC11,2011,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,journals/wpc/MajhiMPXR11,2011,A. S. Madhukumar,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Weidong Xiang', 'Paul C. Richardson']",2
0,A S Madhukumar,journals/iet-cds/PhamPM10,2010,A. S. Madhukumar,"['Duc-Minh Pham', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,journals/twc/DharmaMPA10,2010,A. S. Madhukumar,"['Surya Dharma Tio', 'A. Benjamin Premkumar', 'Fumiyuki Adachi']",2
0,A S Madhukumar,journals/twc/KurniawanMC10,2010,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,journals/dsp/MadhukumarYCP09,2009,A. S. Madhukumar,"['Kai Yang', 'Francois P. S. Chin', 'A. Benjamin Premkumar']",1
0,A S Madhukumar,journals/iet-com/PengMCT09,2009,A. S. Madhukumar,"['Xiaoming Peng', 'Francois P. S. Chin', 'Tjeng Thiang Tjhung']",2
0,A S Madhukumar,journals/twc/JakopMP09,2009,A. S. Madhukumar,"['Y. Jakop', 'A. Benjamin Premkumar']",2
0,A S Madhukumar,journals/ejwcn/MajhiMPR08,2008,A. S. Madhukumar,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Paul C. Richardson']",2
0,A S Madhukumar,journals/icl/PengTCM08,2008,A. S. Madhukumar,"['Xiaoming Peng', 'Surya Dharma Tio', 'Francois Poshin Chin']",4
0,A S Madhukumar,journals/twc/LiuPM08,2008,A. S. Madhukumar,"['X. Liu', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,journals/twc/DharmaMP08,2008,A. S. Madhukumar,"['Surya Dharma Tio', 'A. Benjamin Premkumar']",2
0,A S Madhukumar,journals/ieiceee/MajhiMP07,2007,A. S. Madhukumar,"['Sudhan Majhi', 'A. Benjamin Premkumar']",2
0,A S Madhukumar,journals/iet-com/KurniawanMC07,2007,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,journals/twc/LinPM07,2007,A. S. Madhukumar,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,journals/icl/TioMP06,2006,A. S. Madhukumar,"['Surya Dharma Tio', 'A. Benjamin Premkumar']",2
0,A S Madhukumar,journals/ieiceee/MajhiMP06,2006,A. S. Madhukumar,"['Sudhan Majhi', 'A. Benjamin Premkumar']",2
0,A S Madhukumar,journals/twc/WongPCM06,2006,A. S. Madhukumar,"['Sai Ho Wong', 'Xiaoming Peng', 'Francois P. S. Chin']",4
0,A S Madhukumar,journals/icl/LinPM05,2005,A. S. Madhukumar,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,journals/ieiceee/ZhiweiPM05,2005,A. S. Madhukumar,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,journals/ejwcn/MadhukumarCLY04,2004,A. S. Madhukumar,"['Francois P. S. Chin', 'Ying-Chang Liang', 'Kai Yang']",1
0,A S Madhukumar,journals/icl/YangM04,2004,A. S. Madhukumar,['Kai Yang'],2
0,A S Madhukumar,journals/twc/MadhukumarC04,2004,A. S. Madhukumar,['Francois P. S. Chin'],1
0,A S Madhukumar,journals/ijwoc/ZhongMC03,2003,A. S. Madhukumar,"['Tim Mingqian Zhong', 'Francois P. S. Chin']",2
0,A S Madhukumar,journals/tbc/WongMC03,2003,A. S. Madhukumar,"['Sai Ho Wong', 'Francois P. S. Chin']",2
0,A S Madhukumar,journals/tbc/AlenMC03,2003,A. S. Madhukumar,"['Teo Choon Heng Alen', 'Francois P. S. Chin']",2
0,A S Madhukumar,journals/wpc/MadhukumarCP03,2003,A. S. Madhukumar,"['Francois P. S. Chin', 'A. Benjamin Premkumar']",1
0,A S Madhukumar,journals/tbc/MadhukumarC02,2002,A. S. Madhukumar,['Francois P. S. Chin'],1
0,A S Madhukumar,journals/tbc/PremkumarML02,2002,A. S. Madhukumar,"['A. Benjamin Premkumar', 'Chiew Tong Lau']",2
0,A S Madhukumar,journals/vlsisp/PremkumarM02,2002,A. S. Madhukumar,['A. Benjamin Premkumar'],2
0,A S Madhukumar,journals/wpc/MadhukumarC02,2002,A. S. Madhukumar,['Francois P. S. Chin'],1
0,A S Madhukumar,journals/csl/MadhukumarRY93,1993,A. S. Madhukumar,"['S. Rajendran', 'B. Yegnanarayana']",1
0,A S Madhukumar,conf/icc/SharmaMS20,2020,A. S. Madhukumar,"['Shubha Sharma', 'R. Swaminathan']",2
0,A S Madhukumar,conf/vtc/ErnestMSK20,2020,A. S. Madhukumar,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",2
0,A S Madhukumar,conf/vtc/SharmaMR20,2020,A. S. Madhukumar,"['Shubha Sharma', 'Swaminathan Ramabadran']",2
0,A S Madhukumar,conf/vtc/SharmaMS20,2020,A. S. Madhukumar,"['Shubha Sharma', 'R. Swaminathan']",2
0,A S Madhukumar,conf/vtc/SwaminathanSM20,2020,A. S. Madhukumar,"['R. Swaminathan', 'Shubha Sharma']",3
0,A S Madhukumar,conf/vtc/TanMSK20,2020,A. S. Madhukumar,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",2
0,A S Madhukumar,conf/vtc/TanMSK20a,2020,A. S. Madhukumar,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",2
0,A S Madhukumar,conf/apcc/SharmaMS19,2019,A. S. Madhukumar,"['Shubha Sharma', 'R. Swaminathan']",2
0,A S Madhukumar,conf/icc/SiriginaMB19,2019,A. S. Madhukumar,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']",2
0,A S Madhukumar,conf/iscas/MathewVM19,2019,A. S. Madhukumar,"['Libin K. Mathew', 'A. Prasad Vinod']",3
0,A S Madhukumar,conf/vtc/SiriginaMB19,2019,A. S. Madhukumar,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']",2
0,A S Madhukumar,conf/vtc/TanMSK19,2019,A. S. Madhukumar,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",2
0,A S Madhukumar,conf/wcnc/TanMSK19,2019,A. S. Madhukumar,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",2
0,A S Madhukumar,conf/globecom/RaoMS18,2018,A. S. Madhukumar,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",2
0,A S Madhukumar,conf/globecom/SharmaTMR18,2018,A. S. Madhukumar,"['Shubha Sharma', 'Jerome Tan', 'Swaminathan Ramabadran']",3
0,A S Madhukumar,conf/isita/RamabadranMWT18,2018,A. S. Madhukumar,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']",2
0,A S Madhukumar,conf/vtc/TanMSK18,2018,A. S. Madhukumar,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",2
0,A S Madhukumar,conf/vtc/TanSKM18,2018,A. S. Madhukumar,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",4
0,A S Madhukumar,conf/wcnc/AmbedeSM18,2018,A. S. Madhukumar,"['Abhishek Ambede', 'Rajendra Prasad Sirigina']",3
0,A S Madhukumar,conf/wcnc/SharmaMS18,2018,A. S. Madhukumar,"['Shubha Sharma', 'Swaminathan Ramabadran']",2
0,A S Madhukumar,conf/globecom/SharmaMRS17,2017,A. S. Madhukumar,"['Shubha Sharma', 'Swaminathan Ramabadran', 'Chau Jing Sheng']",2
0,A S Madhukumar,conf/vtc/RoyMC17,2017,A. S. Madhukumar,"['Swagato Barman Roy', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/vtc/SiriginaM17,2017,A. S. Madhukumar,['Rajendra Prasad Sirigina'],2
0,A S Madhukumar,conf/vtc/SwaminathanMWT17,2017,A. S. Madhukumar,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']",2
0,A S Madhukumar,conf/wpmc/RaoMS17,2017,A. S. Madhukumar,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",2
0,A S Madhukumar,conf/pimrc/SwaminathanM16,2016,A. S. Madhukumar,['Swaminathan Ramabadran'],2
0,A S Madhukumar,conf/wcnc/RoyMC16a,2016,A. S. Madhukumar,"['S. Barman Roy', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/wcnc/RoyMC16,2016,A. S. Madhukumar,"['S. Barman Roy', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/wpmc/SiriginaM16,2016,A. S. Madhukumar,['Rajendra Prasad Sirigina'],2
0,A S Madhukumar,conf/newcas/DhabuVM15,2015,A. S. Madhukumar,"['Sumedh Dhabu', 'A. Prasad Vinod']",3
0,A S Madhukumar,conf/vtc/JacobMV15,2015,A. S. Madhukumar,"['Ponnu Jacob', 'A. Prasad Vinod']",2
0,A S Madhukumar,conf/vtc/SiriginaM15,2015,A. S. Madhukumar,['Rajendra Prasad Sirigina'],2
0,A S Madhukumar,conf/vtc/SiriginaM15a,2015,A. S. Madhukumar,['Rajendra Prasad Sirigina'],2
0,A S Madhukumar,conf/icc/JamesM14,2014,A. S. Madhukumar,['Ashish James'],2
0,A S Madhukumar,conf/iccoms/JacobM14,2014,A. S. Madhukumar,['Ponnu Jacob'],2
0,A S Madhukumar,conf/iccoms/JamesM14,2014,A. S. Madhukumar,['Ashish James'],2
0,A S Madhukumar,conf/vtc/JamesM14,2014,A. S. Madhukumar,['Ashish James'],2
0,A S Madhukumar,conf/vtc/RoyM14,2014,A. S. Madhukumar,['S. Barman Roy'],2
0,A S Madhukumar,conf/wcnc/DiazSMNM14,2014,A. S. Madhukumar,"['Carlos G. Diaz', 'Walid Saad', 'Behrouz Maham', 'Dusit Niyato']",5
0,A S Madhukumar,conf/pimrc/JamesMA13,2013,A. S. Madhukumar,"['Ashish James', 'Fumiyuki Adachi']",2
0,A S Madhukumar,conf/vtc/JacobMA13,2013,A. S. Madhukumar,"['Ponnu Jacob', 'A. Alphones']",2
0,A S Madhukumar,conf/icassp/ZhongPM12,2012,A. S. Madhukumar,"['Xionghu Zhong', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/iccoms/JamesMT12,2012,A. S. Madhukumar,"['Ashish James', 'Surya Dharma Tio']",2
0,A S Madhukumar,conf/iccoms/JacobJM12,2012,A. S. Madhukumar,"['Ponnu Jacob', 'Ashish James']",3
0,A S Madhukumar,conf/iccoms/ManjuPM12,2012,A. S. Madhukumar,"['Mathew Manju', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/iccoms/NarendarVMK12,2012,A. S. Madhukumar,"['M. Narendar', 'A. Prasad Vinod', 'Anoop Kumar Krishna']",3
0,A S Madhukumar,conf/wcnc/SiriginaML12,2012,A. S. Madhukumar,"['Rajendra Prasad Sirigina', 'Qian (Clara) Li']",2
0,A S Madhukumar,conf/wcnc/JamesMA12,2012,A. S. Madhukumar,"['Ashish James', 'Fumiyuki Adachi']",2
0,A S Madhukumar,conf/IEEEicics/ZhongPM11,2011,A. S. Madhukumar,"['Xionghu Zhong', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/eusipco/ZhongPM11,2011,A. S. Madhukumar,"['Xionghu Zhong', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/icmcs/ZhongPML11,2011,A. S. Madhukumar,"['Xionghu Zhong', 'A. Benjamin Premkumar', 'Chiew Tong Lau']",3
0,A S Madhukumar,conf/pimrc/JacobM11,2011,A. S. Madhukumar,['Ponnu Jacob'],2
0,A S Madhukumar,conf/vtc/JamesMKT11,2011,A. S. Madhukumar,"['Ashish James', 'Ernest Kurniawan', 'Surya Dharma Tio']",2
0,A S Madhukumar,conf/wcnc/JamesMKT11,2011,A. S. Madhukumar,"['Ashish James', 'Ernest Kurniawan', 'Surya Dharma Tio']",2
0,A S Madhukumar,conf/icassp/PhamPM10,2010,A. S. Madhukumar,"['Duc-Minh Pham', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/ict/NarendarVMK10,2010,A. S. Madhukumar,"['M. Narendar', 'A. Prasad Vinod', 'Anoop Kumar Krishna']",3
0,A S Madhukumar,conf/isspa/NarendarVMK10,2010,A. S. Madhukumar,"['M. Narendar', 'A. Prasad Vinod', 'Anoop Kumar Krishna']",3
0,A S Madhukumar,conf/pimrc/JamesMDK10,2010,A. S. Madhukumar,"['Ashish James', 'Surya Dharma Tio', 'Ernest Kurniawan']",2
0,A S Madhukumar,conf/pimrc/SiriginaDM10,2010,A. S. Madhukumar,"['Rajendra Prasad Sirigina', 'Surya Dharma Tio']",3
0,A S Madhukumar,conf/vtc/JamesMKD10,2010,A. S. Madhukumar,"['Ashish James', 'Ernest Kurniawan', 'Surya Dharma Tio']",2
0,A S Madhukumar,conf/vtc/MajhiMNH10,2010,A. S. Madhukumar,"['Sudhan Majhi', 'Youssef Nasser', 'Jean-François Hélard']",2
0,A S Madhukumar,conf/vtc/NguyenMDN10,2010,A. S. Madhukumar,"['Duy Duong Nguyen', 'Surya Dharma Tio', 'Boon Chong Ng']",2
0,A S Madhukumar,conf/globecom/PhamPM09,2009,A. S. Madhukumar,"['Duc-Minh Pham', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/icc/KurniawanMC09,2009,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/icc/PhamPM09,2009,A. S. Madhukumar,"['Duc-Minh Pham', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/vtc/JamesKM09,2009,A. S. Madhukumar,"['Ashish James', 'Ernest Kurniawan']",3
0,A S Madhukumar,conf/vtc/KurniawanMC09,2009,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/vtc/MajhiXMP08,2008,A. S. Madhukumar,"['Sudhan Majhi', 'Weidong Xiang', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/vtc/PengDCM08,2008,A. S. Madhukumar,"['Xiaoming Peng', 'Surya Dharma Tio', 'Francois P. S. Chin']",4
0,A S Madhukumar,conf/vtc/KurniawanMC08,2008,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/icassp/MajhiMPC07,2007,A. S. Madhukumar,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/icc/MajhiMPC07,2007,A. S. Madhukumar,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/pimrc/KurniawanMC07,2007,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/pimrc/KurniawanMCL07,2007,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin', 'Ying-Chang Liang']",2
0,A S Madhukumar,conf/pimrc/MadhukumarPPC07,2007,A. S. Madhukumar,"['A. Benjamin Premkumar', 'Xiaoming Peng', 'Francois P. S. Chin']",1
0,A S Madhukumar,conf/vtc/KurniawanMC07,2007,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/wcnc/TioMPP07,2007,A. S. Madhukumar,"['Surya Dharma Tio', 'A. Benjamin Premkumar', 'Xiaoming Peng']",2
0,A S Madhukumar,conf/wcnc/MajhiMPC07,2007,A. S. Madhukumar,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/icassp/0001PM06,2006,A. S. Madhukumar,"['Zhiwei Lin 0001', 'Annamalai Benjamin Premkumar']",3
0,A S Madhukumar,conf/icc/0001PM06,2006,A. S. Madhukumar,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/pimrc/KurniawanMC06,2006,A. S. Madhukumar,"['Ernest Kurniawan', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/vtc/DharmaMPP06,2006,A. S. Madhukumar,"['Surya Dharma Tio', 'A. Benjamin Premkumar', 'Xiaoming Peng']",2
0,A S Madhukumar,conf/vtc/LinPMC06,2006,A. S. Madhukumar,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar', 'Francois P. S. Chin']",3
0,A S Madhukumar,conf/globecom/TioMPL05,2005,A. S. Madhukumar,"['Surya Dharma Tio', 'A. Benjamin Premkumar', 'Zhongding Lei']",2
0,A S Madhukumar,conf/iscas/ZhiweiPM05,2005,A. S. Madhukumar,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/wcnc/PengCM05,2005,A. S. Madhukumar,"['Xiaoming Peng', 'Francois P. S. Chin']",3
0,A S Madhukumar,conf/icc/YeMC04,2004,A. S. Madhukumar,"['Zhenzhen Ye', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/vtc/ZhiweiPM04,2004,A. S. Madhukumar,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",3
0,A S Madhukumar,conf/wcnc/PengMC04,2004,A. S. Madhukumar,"['Xiaoming Peng', 'Volker P. S. Chin']",2
0,A S Madhukumar,conf/icassp/MadhukumarYC03,2003,A. S. Madhukumar,"['Kai Yang', 'Francois P. S. Chin']",1
0,A S Madhukumar,conf/iscas/MadhukumarPSJMHC03,2003,A. S. Madhukumar,"['Z. Guo Ping', 'T. Kian Seng', 'Y. Kuck Jong', 'Tim Mingqian Zhong', 'T. Y. Hong', 'Francois P. S. Chin']",1
0,A S Madhukumar,conf/iscas/MadhukumarCL03,2003,A. S. Madhukumar,"['Francois P. S. Chin', 'Ying-Chang Liang']",1
0,A S Madhukumar,conf/pimrc/YangMC03,2003,A. S. Madhukumar,"['Kai Yang', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/pimrc/MadhukumarPLC03,2003,A. S. Madhukumar,"['Xiaoming Peng', 'Zhongding Lei', 'Francois P. S. Chin']",1
0,A S Madhukumar,conf/pimrc/HoMC03,2003,A. S. Madhukumar,"['Sai Ho Wong', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/wcnc/YangMC03,2003,A. S. Madhukumar,"['Kai Yang', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/wcnc/AlenMC03,2003,A. S. Madhukumar,"['Teo Choon Heng Alen', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/ifip6-8/MingqianMC02,2002,A. S. Madhukumar,"['Tim Mingqian Zhong', 'Francois P. S. Chin']",2
0,A S Madhukumar,conf/pimrc/MadhukumarC02,2002,A. S. Madhukumar,['Francois P. S. Chin'],1
